src,dst,weight
42,483,0.9225972890853882
42,485,0.8656588196754456
42,537,0.8691633343696594
42,571,0.9176054000854492
43,82,0.9211121797561646
43,518,0.9197987914085388
43,499,0.917310893535614
43,509,0.9162071347236633
43,100,0.9130365252494812
43,419,0.910442054271698
43,151,0.9095492959022522
43,296,0.9054729342460632
43,562,0.9027674198150635
43,571,0.900985836982727
43,316,0.8992172479629517
43,112,0.8903411626815796
43,175,0.8205577731132507
43,218,0.8402954339981079
43,270,0.8985738158226013
43,280,0.8199120163917542
43,325,0.879643976688385
43,341,0.8429725766181946
43,342,0.853744387626648
43,423,0.8972315788269043
43,462,0.853744387626648
43,485,0.8988288640975952
43,510,0.8364612460136414
44,285,0.9115233421325684
44,491,0.9115233421325684
44,102,0.8998176455497742
44,207,0.8944387435913086
44,278,0.8825939893722534
44,354,0.8804939985275269
44,194,0.8777933716773987
44,155,0.8658488988876343
44,292,0.8646318316459656
44,407,0.8633794188499451
44,206,0.8630314469337463
44,322,0.8526065945625305
44,353,0.8236297369003296
44,468,0.8274308443069458
45,87,0.9466780424118042
45,338,0.9443999528884888
45,335,0.9420295357704163
45,118,0.9420295357704163
45,385,0.9100354313850403
45,259,0.9042213559150696
45,149,0.8989325165748596
45,232,0.8984915614128113
45,222,0.8916074633598328
45,139,0.8895574808120728
45,432,0.8875209093093872
45,140,0.8870024085044861
45,107,0.8778863549232483
45,273,0.8470337986946106
45,332,0.8690192103385925
45,416,0.8823060989379883
45,514,0.8565222024917603
46,459,0.9654463529586792
46,421,0.9488704800605774
46,190,0.914347231388092
46,553,0.8901709318161011
46,76,0.8874668478965759
46,579,0.8861103057861328
46,217,0.8854361176490784
46,572,0.8848620653152466
46,356,0.8826475739479065
46,521,0.8805623650550842
46,100,0.8787708878517151
46,73,0.8665300011634827
46,74,0.8665300011634827
46,108,0.8649399876594543
46,211,0.8547893166542053
46,213,0.7549169063568115
46,287,0.8423693180084229
46,300,0.8249656558036804
46,375,0.8617008924484253
46,561,0.8505067229270935
46,565,0.8358829617500305
47,441,0.860848069190979
47,220,0.857050359249115
47,458,0.8420251607894897
47,383,0.8408029675483704
47,254,0.8397378325462341
47,513,0.8271360397338867
47,438,0.8250444531440735
47,563,0.8248821496963501
47,427,0.8241745829582214
47,437,0.8228763937950134
48,253,0.8657354116439819
48,470,0.8592802286148071
48,120,0.8528897762298584
48,127,0.8508380055427551
48,204,0.8499688506126404
48,106,0.8492022752761841
48,117,0.8457826375961304
48,371,0.8446230888366699
48,451,0.8441842794418335
48,477,0.8403815031051636
48,205,0.788924515247345
48,387,0.7485129237174988
49,467,0.7912231683731079
49,385,0.7898207306861877
49,339,0.7866848707199097
49,322,0.7846125960350037
49,326,0.7843828797340393
49,98,0.7835781574249268
49,534,0.7812073230743408
49,232,0.7777696847915649
49,259,0.7776641845703125
49,297,0.7763684988021851
49,101,0.775754988193512
49,307,0.7743045687675476
50,508,0.9164034724235535
50,214,0.8555683493614197
50,367,0.8525754809379578
50,489,0.8481013774871826
50,174,0.8452829122543335
50,511,0.8382488489151001
50,344,0.837758481502533
50,399,0.8359978795051575
50,356,0.8332489132881165
50,388,0.831264078617096
51,65,0.8200981616973877
51,479,0.810731828212738
51,443,0.8097166419029236
51,383,0.8062997460365295
51,403,0.7995641231536865
51,239,0.7985244989395142
51,103,0.798378586769104
51,566,0.7935189008712769
51,96,0.7929476499557495
51,391,0.7918763756752014
51,242,0.7897921800613403
51,70,0.7897921800613403
52,477,0.9380589723587036
52,476,0.9363173842430115
52,381,0.9313161969184875
52,269,0.9283090233802795
52,282,0.9199022650718689
52,415,0.9171634912490845
52,296,0.9126061201095581
52,92,0.910423755645752
52,268,0.9102240204811096
52,553,0.9037884473800659
52,494,0.9021128416061401
52,82,0.8969518542289734
52,67,0.8009690046310425
52,79,0.8905404210090637
52,154,0.8599202632904053
52,162,0.852777898311615
52,170,0.8965212106704712
52,176,0.8363728523254395
52,261,0.8362804055213928
52,287,0.8443349003791809
52,395,0.883661150932312
52,430,0.8473106622695923
52,472,0.8872193694114685
52,486,0.8605472445487976
52,526,0.8876866102218628
52,573,0.8531602621078491
53,307,0.8797771334648132
53,333,0.8797771334648132
53,297,0.8717644810676575
53,349,0.8608949780464172
53,232,0.8605222105979919
53,118,0.855003297328949
53,335,0.855003297328949
53,256,0.854383647441864
53,323,0.850005030632019
53,312,0.8492990732192993
53,264,0.8480858206748962
53,54,0.8471354246139526
53,355,0.8245112299919128
53,382,0.805379331111908
54,360,0.941818356513977
54,503,0.9077993631362915
54,333,0.9037659764289856
54,307,0.9037659764289856
54,155,0.9008084535598755
54,232,0.898810625076294
54,568,0.8944098353385925
54,118,0.8906156420707703
54,335,0.8906156420707703
54,194,0.8874809741973877
54,87,0.886299729347229
54,278,0.8734084963798523
54,292,0.8768879771232605
54,348,0.8217704892158508
54,349,0.8726608753204346
54,354,0.8634284734725952
54,382,0.8463745713233948
54,469,0.8687551617622375
55,73,0.8904295563697815
55,74,0.8904295563697815
55,560,0.8811547160148621
55,286,0.877267599105835
55,152,0.8769497871398926
55,375,0.8757879137992859
55,249,0.8638408184051514
55,364,0.8579476475715637
55,588,0.8539793491363525
55,137,0.8522137999534607
55,356,0.8513196110725403
55,77,0.8455387353897095
55,190,0.8498814702033997
55,205,0.809170126914978
55,337,0.8306387066841125
56,271,0.9001094698905945
56,309,0.8852522969245911
56,192,0.879636824131012
56,478,0.8761111497879028
56,540,0.872194766998291
56,316,0.8700410723686218
56,564,0.8675772547721863
56,252,0.8674970865249634
56,371,0.8629509806632996
56,408,0.861552894115448
56,57,0.833389163017273
56,111,0.8403214812278748
56,159,0.8376650214195251
56,216,0.7792547345161438
56,276,0.8174591660499573
56,304,0.8236210346221924
56,401,0.8512616157531738
56,413,0.7694360613822937
56,548,0.7950531244277954
57,351,0.891708493232727
57,271,0.8603296875953674
57,524,0.8470562696456909
57,540,0.8425794839859009
57,478,0.8379339575767517
57,528,0.836983323097229
57,564,0.8299459218978882
57,574,0.8196843862533569
57,309,0.8183311820030212
57,304,0.8179013133049011
57,352,0.7905884385108948
58,550,0.8527277112007141
58,284,0.8195731043815613
58,283,0.7777512669563293
58,386,0.7677722573280334
58,239,0.743052065372467
58,121,0.7423263192176819
58,301,0.7351342439651489
58,533,0.7335087656974792
58,527,0.731831431388855
58,272,0.7289214134216309
59,461,0.808724045753479
59,466,0.7865241169929504
59,473,0.7741532921791077
59,388,0.7735947370529175
59,169,0.7694743871688843
59,356,0.7667798399925232
59,112,0.7664149403572083
59,201,0.7652521729469299
59,175,0.7609254717826843
59,369,0.7594330906867981
59,125,0.7567253708839417
60,153,0.948375403881073
60,61,0.9442930221557617
60,124,0.9186891317367554
60,315,0.913825273513794
60,480,0.9125256538391113
60,302,0.9113291501998901
60,555,0.9097150564193726
60,455,0.9096434712409973
60,212,0.9076555371284485
60,263,0.9072839021682739
60,574,0.9027856588363647
60,62,0.852523148059845
60,63,0.8314160108566284
60,64,0.8746647834777832
60,89,0.8246586322784424
60,105,0.8432424664497375
60,130,0.8967962265014648
60,150,0.8690856695175171
60,160,0.8811236619949341
60,202,0.8230072259902954
60,215,0.8997581601142883
60,227,0.8985285758972168
60,262,0.8368087410926819
60,277,0.8501430153846741
60,281,0.878474771976471
60,303,0.853155791759491
60,310,0.887848973274231
60,321,0.8279644846916199
60,359,0.898618757724762
60,394,0.8599784970283508
60,398,0.8849231600761414
60,401,0.8313640356063843
60,451,0.8881937265396118
60,452,0.881144106388092
60,511,0.8978925943374634
60,522,0.8600856065750122
60,551,0.8198418617248535
61,315,0.9468173384666443
61,212,0.8985487818717957
61,302,0.8946837782859802
61,153,0.8858783841133118
61,574,0.881260871887207
61,263,0.8754835724830627
61,480,0.8700264096260071
61,215,0.8680890202522278
61,124,0.8658220171928406
61,555,0.8647946715354919
61,62,0.8535120487213135
61,167,0.7721830606460571
61,168,0.7721830606460571
61,321,0.8221873641014099
62,302,0.9169954657554626
62,263,0.8998878598213196
62,189,0.8868975639343262
62,303,0.8795320987701416
62,321,0.8789619207382202
62,153,0.8709015846252441
62,200,0.8649243116378784
62,262,0.8573615550994873
62,452,0.8541582822799683
62,359,0.8535362482070923
62,67,0.7803220152854919
62,369,0.777935802936554
63,505,0.8524616956710815
63,451,0.8317659497261047
63,215,0.8260870575904846
63,452,0.8228464126586914
63,574,0.8192075490951538
63,344,0.8156861662864685
63,510,0.8155123591423035
63,153,0.8154332637786865
63,346,0.8116414546966553
63,160,0.8107600212097168
63,122,0.8054622411727905
63,123,0.767490804195404
63,361,0.7962208390235901
63,512,0.7752381563186646
64,215,0.915630042552948
64,227,0.904852032661438
64,398,0.892045259475708
64,153,0.8871756792068481
64,130,0.8868930339813232
64,399,0.8816559910774231
64,124,0.8705763816833496
64,574,0.8700618743896484
64,522,0.862144947052002
64,277,0.858853816986084
64,91,0.8533989787101746
64,178,0.8269606828689575
64,202,0.8502415418624878
64,251,0.8547417521476746
65,513,0.847862184047699
65,243,0.847711980342865
65,242,0.847711980342865
65,240,0.847711980342865
65,70,0.8477117419242859
65,566,0.8406891822814941
65,66,0.8387045860290527
65,414,0.8371037244796753
